Txn_ID,Value_Date,Channel,Counterparty,Reference,Amount,Currency,Running_Balance
TXN1600,17/04/2026,DD-UTIL,Broadreach Broadband,DD219581,-329.44,GBP,7686093.23
TXN1601,17/04/2026,DD-UTIL,Cinderford Gas,DD763204,-533.65,GBP,7685559.58
TXN1602,17/04/2026,DD-UTIL,Cinderford Gas,DD558354,-1187.36,GBP,7684372.22
TXN1603,17/04/2026,DD-UTIL,Aquavale Water,DD634134,-1028.54,GBP,7683343.68
TXN1604,17/04/2026,DD-UTIL,Cinderford Gas,DD225665,-1000.90,GBP,7682342.78
TXN1605,17/04/2026,DD-UTIL,Broadreach Broadband,DD769503,-944.42,GBP,7681398.36
TXN1606,17/04/2026,DD-UTIL,Shieldcrest Insurance,DD841683,-906.35,GBP,7680492.01
TXN1607,17/04/2026,DD-UTIL,Shieldcrest Insurance,DD942763,-700.69,GBP,7679791.32
TXN1608,17/04/2026,DD-UTIL,Aquavale Water,DD586388,-219.19,GBP,7679572.13
TXN1609,17/04/2026,DD-UTIL,Northern Grid Power,DD613540,-84.03,GBP,7679488.10
TXN1610,17/04/2026,DD-UTIL,Shieldcrest Insurance,DD539113,-110.25,GBP,7679377.85
TXN1611,17/04/2026,DD-UTIL,Talkline Telecom,DD992551,-656.37,GBP,7678721.48
TXN1612,17/04/2026,DD-UTIL,Parkfield Rates,DD320527,-178.67,GBP,7678542.81
TXN1613,17/04/2026,DD-UTIL,Northern Grid Power,DD550428,-413.59,GBP,7678129.22
TXN1614,17/04/2026,DD-UTIL,Talkline Telecom,DD894089,-816.66,GBP,7677312.56
TXN1615,17/04/2026,DD-UTIL,Northern Grid Power,DD395366,-1434.54,GBP,7675878.02
TXN1616,17/04/2026,BANK-CHG,Northgate Bank plc,CHG507583,-60.19,GBP,7675817.83
TXN1617,17/04/2026,BANK-CHG,Northgate Bank plc,CHG140660,-32.72,GBP,7675785.11
TXN1618,17/04/2026,BANK-CHG,Northgate Bank plc,CHG264570,-9.43,GBP,7675775.68
TXN1619,17/04/2026,BANK-CHG,Northgate Bank plc,CHG702707,-76.62,GBP,7675699.06
TXN1620,17/04/2026,BANK-CHG,Northgate Bank plc,CHG948392,-68.46,GBP,7675630.60
TXN1621,17/04/2026,BANK-CHG,Northgate Bank plc,CHG372135,-40.66,GBP,7675589.94
TXN1622,17/04/2026,BANK-CHG,Northgate Bank plc,CHG308834,-29.87,GBP,7675560.07
TXN1623,17/04/2026,BANK-CHG,Northgate Bank plc,CHG926396,-42.70,GBP,7675517.37
TXN1624,17/04/2026,BANK-CHG,Northgate Bank plc,CHG820835,-11.79,GBP,7675505.58
TXN1625,17/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-48,132.54,GBP,7675638.12
TXN1626,17/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-90,857.43,GBP,7676495.55
TXN1627,17/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-19,41.39,GBP,7676536.94
TXN1628,17/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-59,493.92,GBP,7677030.86
TXN1629,17/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-41,93.69,GBP,7677124.55
TXN1630,17/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF177134,17304.03,GBP,7694428.58
TXN1631,17/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF916119,76940.01,GBP,7771368.59
TXN1632,17/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF798133,-55376.00,GBP,7715992.59
TXN1633,17/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF157780,-68586.59,GBP,7647406.00
TXN1634,17/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF334294,56741.75,GBP,7704147.75
TXN1635,18/04/2026,CARD-STL,Fairhaven Parking,CRD97026933,-203.95,GBP,7703943.80
TXN1636,18/04/2026,CARD-STL,Crestwood IT Retail,CRD95650188,-566.64,GBP,7703377.16
TXN1637,18/04/2026,CARD-STL,Fairhaven Parking,CRD20848872,-3663.75,GBP,7699713.41
TXN1638,18/04/2026,CARD-STL,Jubilee Fitness,CRD71290516,-2788.68,GBP,7696924.73
TXN1639,18/04/2026,CARD-STL,Elmswood Books,CRD91759326,-930.74,GBP,7695993.99
TXN1640,18/04/2026,CARD-STL,Dunmore Car Hire,CRD90986281,-2016.49,GBP,7693977.50
TXN1641,18/04/2026,CARD-STL,Kingsmead Pharmacy,CRD72411248,-1676.15,GBP,7692301.35
TXN1642,18/04/2026,CARD-STL,Elmswood Books,CRD73647584,-168.01,GBP,7692133.34
TXN1643,18/04/2026,CARD-STL,Glenmoor Couriers,CRD28505509,-2600.11,GBP,7689533.23
TXN1644,18/04/2026,CARD-STL,Crestwood IT Retail,CRD94889673,-1365.78,GBP,7688167.45
TXN1645,18/04/2026,CARD-STL,Hartsmere Catering,CRD11479635,-973.80,GBP,7687193.65
TXN1646,18/04/2026,CARD-STL,Lowfield Hardware,CRD71605939,-2622.44,GBP,7684571.21
TXN1647,18/04/2026,CARD-STL,Halewood Fuel Services,CRD51787359,-219.89,GBP,7684351.32
TXN1648,18/04/2026,CARD-STL,Fairhaven Parking,CRD79977669,-3407.85,GBP,7680943.47
TXN1649,18/04/2026,CARD-STL,Elmswood Books,CRD46452580,-1409.43,GBP,7679534.04
TXN1650,18/04/2026,CARD-STL,Elmswood Books,CRD88647357,-1758.10,GBP,7677775.94
TXN1651,18/04/2026,CARD-STL,Dunmore Car Hire,CRD15779394,-2278.72,GBP,7675497.22
TXN1652,18/04/2026,CARD-STL,Elmswood Books,CRD75886090,-1177.82,GBP,7674319.40
TXN1653,18/04/2026,CARD-STL,Lowfield Hardware,CRD10343510,-1863.53,GBP,7672455.87
TXN1654,18/04/2026,CARD-STL,Aeroline Travel,CRD15953334,-356.21,GBP,7672099.66
TXN1655,18/04/2026,CARD-STL,Kingsmead Pharmacy,CRD86599965,-1772.19,GBP,7670327.47
TXN1656,18/04/2026,CARD-STL,Jubilee Fitness,CRD72610110,-3515.14,GBP,7666812.33
TXN1657,18/04/2026,CARD-STL,Cityline Rail,CRD54446546,-2173.29,GBP,7664639.04
TXN1658,18/04/2026,CARD-STL,Elmswood Books,CRD74750245,-3141.57,GBP,7661497.47
TXN1659,18/04/2026,CARD-STL,Cityline Rail,CRD25889926,-2685.65,GBP,7658811.82
TXN1660,18/04/2026,CARD-STL,Aeroline Travel,CRD20785588,-2039.73,GBP,7656772.09
TXN1661,18/04/2026,CARD-STL,Hartsmere Catering,CRD92258763,-676.43,GBP,7656095.66
TXN1662,18/04/2026,CARD-STL,Bellamy Coffee Co,CRD59006561,-259.63,GBP,7655836.03
TXN1663,18/04/2026,CARD-STL,Bellamy Coffee Co,CRD17256283,-2669.88,GBP,7653166.15
TXN1664,18/04/2026,CARD-STL,Glenmoor Couriers,CRD60797595,-2515.89,GBP,7650650.26
TXN1665,18/04/2026,CARD-STL,Elmswood Books,CRD48062500,-451.43,GBP,7650198.83
TXN1666,18/04/2026,CARD-STL,Lowfield Hardware,CRD48107615,-3089.33,GBP,7647109.50
TXN1667,18/04/2026,CARD-STL,Dunmore Car Hire,CRD99126627,-3474.51,GBP,7643634.99
TXN1668,18/04/2026,CARD-STL,Pinehurst Hotels,CRD89628938,-964.53,GBP,7642670.46
TXN1669,18/04/2026,CARD-STL,Dunmore Car Hire,CRD23150220,-747.98,GBP,7641922.48
TXN1670,18/04/2026,CARD-STL,Crestwood IT Retail,CRD62175305,-2507.84,GBP,7639414.64
TXN1671,18/04/2026,CARD-STL,Bellamy Coffee Co,CRD73255136,-2566.92,GBP,7636847.72
TXN1672,18/04/2026,CARD-STL,Kingsmead Pharmacy,CRD48372162,-809.63,GBP,7636038.09
TXN1673,19/04/2026,CARD-STL,Glenmoor Couriers,CRD61323227,-3290.51,GBP,7632747.58
TXN1674,19/04/2026,CARD-STL,Halewood Fuel Services,CRD82065271,-2691.08,GBP,7630056.50
TXN1675,19/04/2026,CARD-STL,Inglewood Print Shop,CRD84264865,-1044.81,GBP,7629011.69
TXN1676,19/04/2026,CARD-STL,Aeroline Travel,CRD39302081,-123.45,GBP,7628888.24
TXN1677,19/04/2026,CARD-STL,Fairhaven Parking,CRD70837778,-1467.11,GBP,7627421.13
TXN1678,19/04/2026,CARD-STL,Glenmoor Couriers,CRD66831010,-332.88,GBP,7627088.25
TXN1679,19/04/2026,CARD-STL,Bellamy Coffee Co,CRD90078010,-187.50,GBP,7626900.75
TXN1680,19/04/2026,CARD-STL,Pinehurst Hotels,CRD59517253,-736.41,GBP,7626164.34
TXN1681,19/04/2026,CARD-STL,Jubilee Fitness,CRD92118308,-2503.89,GBP,7623660.45
TXN1682,19/04/2026,CARD-STL,Kingsmead Pharmacy,CRD23438307,-1662.04,GBP,7621998.41
TXN1683,19/04/2026,CARD-STL,Bellamy Coffee Co,CRD73074415,-3111.38,GBP,7618887.03
TXN1684,19/04/2026,CARD-STL,Kingsmead Pharmacy,CRD64170387,-3586.89,GBP,7615300.14
TXN1685,19/04/2026,CARD-STL,Fairhaven Parking,CRD37552618,-904.36,GBP,7614395.78
TXN1686,19/04/2026,CARD-STL,Aeroline Travel,CRD62292910,-2943.37,GBP,7611452.41
TXN1687,19/04/2026,CARD-STL,Pinehurst Hotels,CRD94023797,-1367.09,GBP,7610085.32
TXN1688,19/04/2026,CARD-STL,Halewood Fuel Services,CRD60937126,-2109.46,GBP,7607975.86
TXN1689,19/04/2026,CARD-STL,Jubilee Fitness,CRD92845484,-2200.94,GBP,7605774.92
TXN1690,19/04/2026,CARD-STL,Hartsmere Catering,CRD89787451,-3562.56,GBP,7602212.36
TXN1691,19/04/2026,CARD-STL,Fairhaven Parking,CRD13559591,-448.50,GBP,7601763.86
TXN1692,19/04/2026,CARD-STL,Inglewood Print Shop,CRD72204360,-3550.92,GBP,7598212.94
TXN1693,19/04/2026,CARD-STL,Dunmore Car Hire,CRD72900862,-1983.58,GBP,7596229.36
TXN1694,19/04/2026,CARD-STL,Glenmoor Couriers,CRD67802661,-1060.71,GBP,7595168.65
TXN1695,19/04/2026,CARD-STL,Halewood Fuel Services,CRD48399168,-3009.46,GBP,7592159.19
TXN1696,19/04/2026,CARD-STL,Halewood Fuel Services,CRD70189131,-2068.51,GBP,7590090.68
TXN1697,19/04/2026,CARD-STL,Dunmore Car Hire,CRD24308613,-944.90,GBP,7589145.78
TXN1698,19/04/2026,CARD-STL,Pinehurst Hotels,CRD30023032,-1573.85,GBP,7587571.93
TXN1699,19/04/2026,CARD-STL,Dunmore Car Hire,CRD53934719,-2639.91,GBP,7584932.02
TXN1700,19/04/2026,CARD-STL,Cityline Rail,CRD85808923,-3209.88,GBP,7581722.14
TXN1701,19/04/2026,CARD-STL,Norbury Stationers,CRD85524564,-2969.04,GBP,7578753.10
TXN1702,19/04/2026,CARD-STL,Halewood Fuel Services,CRD27004016,-107.21,GBP,7578645.89
TXN1703,19/04/2026,CARD-STL,Fairhaven Parking,CRD83342632,-491.32,GBP,7578154.57
TXN1704,19/04/2026,CARD-STL,Halewood Fuel Services,CRD26852706,-1545.54,GBP,7576609.03
TXN1705,19/04/2026,CARD-STL,Elmswood Books,CRD31714819,-1511.08,GBP,7575097.95
TXN1706,19/04/2026,CARD-STL,Norbury Stationers,CRD46468533,-719.08,GBP,7574378.87
TXN1707,19/04/2026,CARD-STL,Halewood Fuel Services,CRD17237691,-3546.24,GBP,7570832.63
TXN1708,19/04/2026,CARD-STL,Pinehurst Hotels,CRD52997328,-3507.54,GBP,7567325.09
TXN1709,19/04/2026,CARD-STL,Elmswood Books,CRD16200487,-1668.16,GBP,7565656.93
TXN1710,19/04/2026,CARD-STL,Halewood Fuel Services,CRD33169480,-1436.44,GBP,7564220.49
TXN1711,19/04/2026,CARD-STL,Elmswood Books,CRD56312747,-1890.60,GBP,7562329.89
TXN1712,19/04/2026,CARD-STL,Crestwood IT Retail,CRD50487032,-1014.74,GBP,7561315.15
TXN1713,19/04/2026,CARD-STL,Hartsmere Catering,CRD87707750,-3554.87,GBP,7557760.28
TXN1714,19/04/2026,CARD-STL,Aeroline Travel,CRD77610589,-1334.73,GBP,7556425.55
TXN1715,19/04/2026,CARD-STL,Bellamy Coffee Co,CRD43617094,-1983.62,GBP,7554441.93
TXN1716,19/04/2026,CARD-STL,Elmswood Books,CRD58455760,-1765.65,GBP,7552676.28
TXN1717,19/04/2026,CARD-STL,Inglewood Print Shop,CRD64879040,-2336.89,GBP,7550339.39
TXN1718,19/04/2026,CARD-STL,Halewood Fuel Services,CRD74138190,-106.78,GBP,7550232.61
TXN1719,19/04/2026,CARD-STL,Pinehurst Hotels,CRD78512290,-528.77,GBP,7549703.84
TXN1720,19/04/2026,CARD-STL,Halewood Fuel Services,CRD21284322,-3649.88,GBP,7546053.96
TXN1721,19/04/2026,CARD-STL,Jubilee Fitness,CRD61360249,-1114.88,GBP,7544939.08
TXN1722,19/04/2026,CARD-STL,Hartsmere Catering,CRD61294464,-2229.37,GBP,7542709.71
TXN1723,19/04/2026,CARD-STL,Kingsmead Pharmacy,CRD34917819,-623.49,GBP,7542086.22
TXN1724,19/04/2026,CARD-STL,Inglewood Print Shop,CRD65732326,-2410.26,GBP,7539675.96
TXN1725,19/04/2026,CARD-STL,Dunmore Car Hire,CRD57355536,-3687.94,GBP,7535988.02
TXN1726,19/04/2026,CARD-STL,Cityline Rail,CRD15729620,-1708.94,GBP,7534279.08
TXN1727,19/04/2026,CARD-STL,Halewood Fuel Services,CRD37100067,-73.75,GBP,7534205.33
TXN1728,19/04/2026,CARD-STL,Dunmore Car Hire,CRD93329929,-3296.56,GBP,7530908.77
TXN1729,19/04/2026,CARD-STL,Crestwood IT Retail,CRD72166188,-2355.53,GBP,7528553.24
TXN1730,20/04/2026,SUPPLIER-CHAPS,Ashgrove Catering,INV-1007,-27884.83,GBP,7500668.41
TXN1731,20/04/2026,SUPPLIER-CHAPS,Denholm Safety,INV-1010,-39765.26,GBP,7460903.15
TXN1732,20/04/2026,SUPPLIER-BACS,Langmere Plastics,INV-1018,-4690.20,GBP,7456212.95
TXN1733,20/04/2026,SUPPLIER-FPS,Wetherby Filtration,INV-1029,-35315.93,GBP,7420897.02
TXN1734,20/04/2026,SUPPLIER-CHAPS,Marrowby Supplies,INV-1034,-39997.07,GBP,7380899.95
TXN1735,20/04/2026,SUPPLIER-BACS,Ilkeston Motors,INV-1075,-36653.75,GBP,7344246.20
TXN1736,20/04/2026,SUPPLIER-FPS,Tarnbrook Electrics,INV-1086,-16860.76,GBP,7327385.44
TXN1737,20/04/2026,SUPPLIER-BACS,Fenwick Optics,INV-1102,-22613.64,GBP,7304771.80
TXN1738,20/04/2026,SUPPLIER-FPS,Quarrydene Aggregates,INV-1143,-47278.37,GBP,7257493.43
TXN1739,20/04/2026,SUPPLIER-CHAPS,Coldbrook Logistics,INV-1151,-5966.42,GBP,7251527.01
TXN1740,20/04/2026,CARD-STL,Bellamy Coffee Co,CRD45755285,-2527.45,GBP,7248999.56
TXN1741,20/04/2026,CARD-STL,Norbury Stationers,CRD82655881,-415.81,GBP,7248583.75
TXN1742,20/04/2026,CARD-STL,Dunmore Car Hire,CRD13721513,-3763.33,GBP,7244820.42
TXN1743,20/04/2026,CARD-STL,Bellamy Coffee Co,CRD27504610,-376.04,GBP,7244444.38
TXN1744,20/04/2026,CARD-STL,Dunmore Car Hire,CRD16205123,-1906.62,GBP,7242537.76
TXN1745,20/04/2026,CARD-STL,Kingsmead Pharmacy,CRD46621188,-1176.48,GBP,7241361.28
TXN1746,20/04/2026,CARD-STL,Halewood Fuel Services,CRD59386020,-2754.32,GBP,7238606.96
TXN1747,20/04/2026,CARD-STL,Bellamy Coffee Co,CRD47676044,-2264.65,GBP,7236342.31
TXN1748,20/04/2026,CARD-STL,Jubilee Fitness,CRD29156354,-129.91,GBP,7236212.40
TXN1749,20/04/2026,CARD-STL,Pinehurst Hotels,CRD23039397,-3495.91,GBP,7232716.49
TXN1750,20/04/2026,CARD-STL,Aeroline Travel,CRD45604754,-636.71,GBP,7232079.78
TXN1751,20/04/2026,CARD-STL,Cityline Rail,CRD27353048,-1957.97,GBP,7230121.81
TXN1752,20/04/2026,CARD-STL,Hartsmere Catering,CRD29045845,-1098.64,GBP,7229023.17
TXN1753,20/04/2026,CARD-STL,Bellamy Coffee Co,CRD96851514,-3645.53,GBP,7225377.64
TXN1754,20/04/2026,CARD-STL,Bellamy Coffee Co,CRD79401382,-544.48,GBP,7224833.16
TXN1755,20/04/2026,CARD-STL,Fairhaven Parking,CRD49036330,-2988.31,GBP,7221844.85
TXN1756,20/04/2026,CARD-STL,Pinehurst Hotels,CRD89737369,-3242.76,GBP,7218602.09
TXN1757,20/04/2026,CARD-STL,Lowfield Hardware,CRD38552921,-1958.23,GBP,7216643.86
TXN1758,20/04/2026,CARD-STL,Inglewood Print Shop,CRD25223012,-1642.23,GBP,7215001.63
TXN1759,20/04/2026,CARD-STL,Bellamy Coffee Co,CRD84703318,-581.70,GBP,7214419.93
TXN1760,20/04/2026,CARD-STL,Jubilee Fitness,CRD23588913,-897.08,GBP,7213522.85
TXN1761,20/04/2026,CARD-STL,Jubilee Fitness,CRD61872482,-2605.38,GBP,7210917.47
TXN1762,20/04/2026,CARD-STL,Elmswood Books,CRD39532445,-637.40,GBP,7210280.07
TXN1763,20/04/2026,CARD-STL,Aeroline Travel,CRD44480509,-2264.17,GBP,7208015.90
TXN1764,20/04/2026,CARD-STL,Lowfield Hardware,CRD84489944,-582.57,GBP,7207433.33
TXN1765,20/04/2026,CARD-STL,Norbury Stationers,CRD59145314,-2235.21,GBP,7205198.12
TXN1766,20/04/2026,CARD-STL,Elmswood Books,CRD57658581,-1405.25,GBP,7203792.87
TXN1767,20/04/2026,CARD-STL,Jubilee Fitness,CRD86338511,-2821.43,GBP,7200971.44
TXN1768,20/04/2026,CARD-STL,Aeroline Travel,CRD94562731,-3406.72,GBP,7197564.72
TXN1769,20/04/2026,CARD-STL,Glenmoor Couriers,CRD73927304,-2842.97,GBP,7194721.75
TXN1770,20/04/2026,DD-UTIL,Northern Grid Power,DD550902,-1245.85,GBP,7193475.90
TXN1771,20/04/2026,DD-UTIL,Talkline Telecom,DD823333,-1263.37,GBP,7192212.53
TXN1772,20/04/2026,DD-UTIL,Aquavale Water,DD737560,-1451.38,GBP,7190761.15
TXN1773,20/04/2026,DD-UTIL,Cinderford Gas,DD993960,-1382.82,GBP,7189378.33
TXN1774,20/04/2026,DD-UTIL,Metro Waste Services,DD347221,-428.16,GBP,7188950.17
TXN1775,20/04/2026,DD-UTIL,Broadreach Broadband,DD252989,-1100.57,GBP,7187849.60
TXN1776,20/04/2026,DD-UTIL,Cinderford Gas,DD559643,-1190.05,GBP,7186659.55
TXN1777,20/04/2026,DD-UTIL,Talkline Telecom,DD886545,-1331.76,GBP,7185327.79
TXN1778,20/04/2026,DD-UTIL,Cinderford Gas,DD551175,-30.40,GBP,7185297.39
TXN1779,20/04/2026,DD-UTIL,Northern Grid Power,DD903574,-1187.16,GBP,7184110.23
TXN1780,20/04/2026,DD-UTIL,Aquavale Water,DD930124,-165.48,GBP,7183944.75
TXN1781,20/04/2026,DD-UTIL,Northern Grid Power,DD899937,-241.36,GBP,7183703.39
TXN1782,20/04/2026,DD-UTIL,Shieldcrest Insurance,DD723859,-1517.39,GBP,7182186.00
TXN1783,20/04/2026,DD-UTIL,Shieldcrest Insurance,DD337654,-1624.59,GBP,7180561.41
TXN1784,20/04/2026,DD-UTIL,Cinderford Gas,DD884821,-576.18,GBP,7179985.23
TXN1785,20/04/2026,DD-UTIL,Northern Grid Power,DD349276,-814.66,GBP,7179170.57
TXN1786,20/04/2026,DD-UTIL,Aquavale Water,DD591235,-1274.94,GBP,7177895.63
TXN1787,20/04/2026,DD-UTIL,Cinderford Gas,DD240084,-1096.23,GBP,7176799.40
TXN1788,20/04/2026,DD-UTIL,Cinderford Gas,DD260169,-1823.27,GBP,7174976.13
TXN1789,20/04/2026,DD-UTIL,Parkfield Rates,DD174586,-848.15,GBP,7174127.98
TXN1790,20/04/2026,DD-UTIL,Cinderford Gas,DD707554,-1401.74,GBP,7172726.24
TXN1791,20/04/2026,DD-UTIL,Talkline Telecom,DD790693,-893.45,GBP,7171832.79
TXN1792,20/04/2026,DD-UTIL,Shieldcrest Insurance,DD461772,-1079.50,GBP,7170753.29
TXN1793,20/04/2026,DD-UTIL,Talkline Telecom,DD917707,-646.02,GBP,7170107.27
TXN1794,20/04/2026,DD-UTIL,Shieldcrest Insurance,DD355701,-538.85,GBP,7169568.42
TXN1795,20/04/2026,DD-UTIL,Talkline Telecom,DD365197,-51.89,GBP,7169516.53
TXN1796,20/04/2026,DD-UTIL,Northern Grid Power,DD102795,-1313.02,GBP,7168203.51
TXN1797,20/04/2026,DD-UTIL,Parkfield Rates,DD736050,-450.29,GBP,7167753.22
TXN1798,20/04/2026,DD-UTIL,Parkfield Rates,DD168766,-797.66,GBP,7166955.56
TXN1799,20/04/2026,DD-UTIL,Metro Waste Services,DD258009,-324.22,GBP,7166631.34
TXN1800,20/04/2026,DD-UTIL,Shieldcrest Insurance,DD607679,-677.56,GBP,7165953.78
TXN1801,20/04/2026,BANK-CHG,Northgate Bank plc,CHG777048,-82.49,GBP,7165871.29
TXN1802,20/04/2026,BANK-CHG,Northgate Bank plc,CHG894557,-30.35,GBP,7165840.94
TXN1803,20/04/2026,BANK-CHG,Northgate Bank plc,CHG252413,-39.17,GBP,7165801.77
TXN1804,20/04/2026,BANK-CHG,Northgate Bank plc,CHG263538,-43.74,GBP,7165758.03
TXN1805,20/04/2026,BANK-CHG,Northgate Bank plc,CHG503736,-24.34,GBP,7165733.69
TXN1806,20/04/2026,BANK-CHG,Northgate Bank plc,CHG410779,-64.62,GBP,7165669.07
TXN1807,20/04/2026,BANK-CHG,Northgate Bank plc,CHG343927,-13.38,GBP,7165655.69
TXN1808,20/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-20,745.55,GBP,7166401.24
TXN1809,20/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-79,735.90,GBP,7167137.14
TXN1810,20/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-13,30.66,GBP,7167167.80
TXN1811,20/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF863499,59487.15,GBP,7226654.95
TXN1812,21/04/2026,SUPPLIER-CHAPS,Ashgrove Catering,INV-1037,-16786.48,GBP,7209868.47
TXN1813,21/04/2026,SUPPLIER-CHAPS,Denholm Safety,INV-1040,-8978.25,GBP,7200890.22
TXN1814,21/04/2026,SUPPLIER-BACS,Langmere Plastics,INV-1048,-20309.11,GBP,7180581.11
TXN1815,21/04/2026,SUPPLIER-FPS,Wetherby Filtration,INV1059,-27973.85,GBP,7152607.26
TXN1816,21/04/2026,SUPPLIER-CHAPS,Marrowby Supplies,inv 1064,-40727.13,GBP,7111880.13
TXN1817,21/04/2026,SUPPLIER-BACS,Ilkeston Motors,INV-1105,-24977.62,GBP,7086902.51
TXN1818,21/04/2026,SUPPLIER-FPS,Tarnbrook Electrics,INV-1116,-16193.11,GBP,7070709.40
TXN1819,21/04/2026,SUPPLIER-BACS,Fenwick Optics,inv 1132,-32033.82,GBP,7038675.58
TXN1820,21/04/2026,SUPPLIER-BACS,Rowanmere Facilities,INV-2455,-4820.00,GBP,7033855.58
TXN1821,21/04/2026,CARD-STL,Hartsmere Catering,CRD38992275,-1700.80,GBP,7032154.78
TXN1822,21/04/2026,CARD-STL,Dunmore Car Hire,CRD95906462,-2040.61,GBP,7030114.17
TXN1823,21/04/2026,CARD-STL,Kingsmead Pharmacy,CRD63522365,-2285.32,GBP,7027828.85
TXN1824,21/04/2026,CARD-STL,Fairhaven Parking,CRD90665117,-1400.94,GBP,7026427.91
TXN1825,21/04/2026,CARD-STL,Halewood Fuel Services,CRD87664022,-390.70,GBP,7026037.21
TXN1826,21/04/2026,CARD-STL,Bellamy Coffee Co,CRD92104065,-3087.14,GBP,7022950.07
TXN1827,21/04/2026,CARD-STL,Dunmore Car Hire,CRD96230242,-3162.63,GBP,7019787.44
TXN1828,21/04/2026,CARD-STL,Elmswood Books,CRD52496268,-873.42,GBP,7018914.02
TXN1829,21/04/2026,CARD-STL,Fairhaven Parking,CRD25218625,-2617.51,GBP,7016296.51
TXN1830,21/04/2026,CARD-STL,Norbury Stationers,CRD86048925,-2497.79,GBP,7013798.72
TXN1831,21/04/2026,CARD-STL,Halewood Fuel Services,CRD24893964,-2731.54,GBP,7011067.18
TXN1832,21/04/2026,CARD-STL,Halewood Fuel Services,CRD71538509,-2492.77,GBP,7008574.41
TXN1833,21/04/2026,CARD-STL,Elmswood Books,CRD43330423,-1898.23,GBP,7006676.18
TXN1834,21/04/2026,CARD-STL,Jubilee Fitness,CRD43712630,-152.24,GBP,7006523.94
TXN1835,21/04/2026,CARD-STL,Cityline Rail,CRD27163605,-418.59,GBP,7006105.35
TXN1836,21/04/2026,CARD-STL,Halewood Fuel Services,CRD31556145,-827.83,GBP,7005277.52
TXN1837,21/04/2026,CARD-STL,Cityline Rail,CRD24648347,-793.55,GBP,7004483.97
TXN1838,21/04/2026,CARD-STL,Dunmore Car Hire,CRD23793282,-2571.15,GBP,7001912.82
TXN1839,21/04/2026,CARD-STL,Kingsmead Pharmacy,CRD17768513,-2708.89,GBP,6999203.93
TXN1840,21/04/2026,CARD-STL,Aeroline Travel,CRD59258260,-307.40,GBP,6998896.53
TXN1841,21/04/2026,CARD-STL,Cityline Rail,CRD75658050,-3026.18,GBP,6995870.35
TXN1842,21/04/2026,CARD-STL,Jubilee Fitness,CRD98824926,-3424.34,GBP,6992446.01
TXN1843,21/04/2026,CARD-STL,Lowfield Hardware,CRD14359993,-21.78,GBP,6992424.23
TXN1844,21/04/2026,CARD-STL,Fairhaven Parking,CRD29530381,-923.80,GBP,6991500.43
TXN1845,21/04/2026,CARD-STL,Elmswood Books,CRD70628608,-3236.84,GBP,6988263.59
TXN1846,21/04/2026,CARD-STL,Crestwood IT Retail,CRD51268116,-3042.78,GBP,6985220.81
TXN1847,21/04/2026,CARD-STL,Glenmoor Couriers,CRD17469611,-1216.60,GBP,6984004.21
TXN1848,21/04/2026,CARD-STL,Norbury Stationers,CRD75318660,-441.65,GBP,6983562.56
TXN1849,21/04/2026,CARD-STL,Fairhaven Parking,CRD45672956,-1244.41,GBP,6982318.15
TXN1850,21/04/2026,CARD-STL,Hartsmere Catering,CRD36554965,-2084.17,GBP,6980233.98
TXN1851,21/04/2026,CARD-STL,Norbury Stationers,CRD50229322,-850.44,GBP,6979383.54
TXN1852,21/04/2026,CARD-STL,Glenmoor Couriers,CRD28718266,-755.16,GBP,6978628.38
TXN1853,21/04/2026,CARD-STL,Jubilee Fitness,CRD76662269,-1422.58,GBP,6977205.80
TXN1854,21/04/2026,CARD-STL,Kingsmead Pharmacy,CRD98365853,-3765.44,GBP,6973440.36
TXN1855,21/04/2026,CARD-STL,Crestwood IT Retail,CRD89564482,-2339.54,GBP,6971100.82
TXN1856,21/04/2026,CARD-STL,Kingsmead Pharmacy,CRD61515906,-2809.08,GBP,6968291.74
TXN1857,21/04/2026,DD-UTIL,Northern Grid Power,DD634800,-206.03,GBP,6968085.71
TXN1858,21/04/2026,DD-UTIL,Talkline Telecom,DD167974,-53.06,GBP,6968032.65
TXN1859,21/04/2026,DD-UTIL,Shieldcrest Insurance,DD774185,-711.87,GBP,6967320.78
TXN1860,21/04/2026,DD-UTIL,Broadreach Broadband,DD838407,-632.18,GBP,6966688.60
TXN1861,21/04/2026,DD-UTIL,Parkfield Rates,DD176063,-860.12,GBP,6965828.48
TXN1862,21/04/2026,DD-UTIL,Northern Grid Power,DD693254,-1120.50,GBP,6964707.98
